,id,source_url,xiaoqu_url,total_price,unit_price,down_payment,monthly_cost,lat,lng
365,365,http://cq.lianjia.com/ershoufang/CQSP92420154.html,http://cq.lianjia.com/xiaoqu/3611058219010/,72,11429,21,2675,106.478968,29.563674
366,366,http://cq.lianjia.com/ershoufang/CQSP92418439.html,http://cq.lianjia.com/xiaoqu/3611060457172/,34,7907,10,1263,0,0
367,367,http://cq.lianjia.com/ershoufang/CQSP92389866.html,http://cq.lianjia.com/xiaoqu/3611060401147/,68,8718,20,2526,0,0
368,368,http://cq.lianjia.com/ershoufang/CQSP92412243.html,http://cq.lianjia.com/xiaoqu/3611060388358/,90,7615,27,3344,106.488975,29.560175
369,369,http://cq.lianjia.com/ershoufang/CQSP92372714.html,http://cq.lianjia.com/xiaoqu/3611058134956/,67,6980,20,2489,106.488975,29.560175
370,370,http://cq.lianjia.com/ershoufang/CQSP92414040.html,http://cq.lianjia.com/xiaoqu/3611060401147/,42,8077,12,1560,0,0
371,371,http://cq.lianjia.com/ershoufang/CQSP92404769.html,http://cq.lianjia.com/xiaoqu/3611063775981/,90,10159,27,3344,106.488975,29.560175
372,372,http://cq.lianjia.com/ershoufang/CQSP92418175.html,http://cq.lianjia.com/xiaoqu/3611063775981/,60,7229,18,2229,106.488975,29.560175
373,373,http://cq.lianjia.com/ershoufang/CQSP92384263.html,http://cq.lianjia.com/xiaoqu/3611059553461/,30,6123,9,1115,106.478402,29.557803
374,374,http://cq.lianjia.com/ershoufang/CQSP92079642.html,http://cq.lianjia.com/xiaoqu/3611060402684/,80,7921,24,2972,106.488975,29.560175
375,375,http://cq.lianjia.com/ershoufang/CQSP90417369.html,http://cq.lianjia.com/xiaoqu/3611060457172/,70,7955,21,2601,0,0
376,376,http://cq.lianjia.com/ershoufang/CQSP91080423.html,http://cq.lianjia.com/xiaoqu/3611058134956/,98,7314,29,3641,106.488975,29.560175
377,377,http://cq.lianjia.com/ershoufang/CQSP92046903.html,http://cq.lianjia.com/xiaoqu/3611060388358/,81,7500,24,3009,106.488975,29.560175
378,378,http://cq.lianjia.com/ershoufang/CQSP92054696.html,http://cq.lianjia.com/xiaoqu/3611058134956/,105,6442,31,3901,106.488975,29.560175
379,379,http://cq.lianjia.com/ershoufang/CQSP91903386.html,http://cq.lianjia.com/xiaoqu/3611058219010/,82,9319,24,3046,106.478968,29.563674
380,380,http://cq.lianjia.com/ershoufang/CQSP91992113.html,http://cq.lianjia.com/xiaoqu/3611058134956/,65,6373,19,2415,106.488975,29.560175
381,381,http://cq.lianjia.com/ershoufang/CQSP91848743.html,http://cq.lianjia.com/xiaoqu/3611060457172/,61,6778,18,2266,0,0
382,382,http://cq.lianjia.com/ershoufang/CQSP92067897.html,http://cq.lianjia.com/xiaoqu/3611060457172/,65,7472,19,2415,0,0
383,383,http://cq.lianjia.com/ershoufang/CQSP92019581.html,http://cq.lianjia.com/xiaoqu/3611058134956/,100,7875,30,3715,106.488975,29.560175
384,384,http://cq.lianjia.com/ershoufang/CQSP92416722.html,http://cq.lianjia.com/xiaoqu/3611060388358/,75,8523,22,2786,106.488975,29.560175
385,385,http://cq.lianjia.com/ershoufang/CQSP91635095.html,http://cq.lianjia.com/xiaoqu/3611063096059/,47,7967,14,1746,106.488975,29.560175
386,386,http://cq.lianjia.com/ershoufang/CQSP91705564.html,http://cq.lianjia.com/xiaoqu/3611060457172/,96,8276,28,3566,0,0
387,387,http://cq.lianjia.com/ershoufang/CQSP92053142.html,http://cq.lianjia.com/xiaoqu/3611060457172/,65,8553,19,2415,0,0
388,388,http://cq.lianjia.com/ershoufang/CQSP92420154.html,http://cq.lianjia.com/xiaoqu/3611058219010/,72,11429,21,2675,106.478968,29.563674
389,389,http://cq.lianjia.com/ershoufang/CQSP92418439.html,http://cq.lianjia.com/xiaoqu/3611060457172/,34,7907,10,1263,0,0
390,390,http://cq.lianjia.com/ershoufang/CQSP92389866.html,http://cq.lianjia.com/xiaoqu/3611060401147/,68,8718,20,2526,0,0
391,391,http://cq.lianjia.com/ershoufang/CQSP92288053.html,http://cq.lianjia.com/xiaoqu/3611060542329/,65,5910,19,2415,106.461765,29.537242
392,392,http://cq.lianjia.com/ershoufang/CQSP92288053.html,http://cq.lianjia.com/xiaoqu/3611060542329/,65,5910,19,2415,106.461765,29.537242
393,393,http://cq.lianjia.com/ershoufang/CQSP92288053.html,http://cq.lianjia.com/xiaoqu/3611060542329/,65,5910,19,2415,106.461765,29.537242
394,394,http://cq.lianjia.com/ershoufang/CQSP92288053.html,http://cq.lianjia.com/xiaoqu/3611060542329/,65,5910,19,2415,106.461765,29.537242
395,395,http://cq.lianjia.com/ershoufang/CQSP92288053.html,http://cq.lianjia.com/xiaoqu/3611060542329/,65,5910,19,2415,106.461765,29.537242
396,396,http://cq.lianjia.com/ershoufang/CQSP92288053.html,http://cq.lianjia.com/xiaoqu/3611060542329/,65,5910,19,2415,106.461765,29.537242
397,397,http://cq.lianjia.com/ershoufang/CQSP92288053.html,http://cq.lianjia.com/xiaoqu/3611060542329/,65,5910,19,2415,106.461765,29.537242
398,398,http://cq.lianjia.com/ershoufang/CQSP91619974.html,http://cq.lianjia.com/xiaoqu/3611059322558/,45,7500,13,1672,0,0
399,399,http://cq.lianjia.com/ershoufang/CQSP91872192.html,http://cq.lianjia.com/xiaoqu/3611059348232/,25,6579,7,929,0,0
400,400,http://cq.lianjia.com/ershoufang/CQSP92056989.html,http://cq.lianjia.com/xiaoqu/3611099995207/,58,7161,17,2155,0,0
401,401,http://cq.lianjia.com/ershoufang/CQSP91808135.html,http://cq.lianjia.com/xiaoqu/3611099996413/,78,5821,23,2898,0,0
402,402,http://cq.lianjia.com/ershoufang/CQSP92398669.html,http://cq.lianjia.com/xiaoqu/3611059348232/,25,6945,7,929,0,0
403,403,http://cq.lianjia.com/ershoufang/CQSP90405038.html,http://cq.lianjia.com/xiaoqu/3611059322558/,95,6786,28,3529,0,0
404,404,http://cq.lianjia.com/ershoufang/CQSP92283163.html,http://cq.lianjia.com/xiaoqu/3611059322558/,60,7229,18,2229,0,0
405,405,http://cq.lianjia.com/ershoufang/CQSP91946278.html,http://cq.lianjia.com/xiaoqu/3611099995207/,33,6497,9,1226,0,0
406,406,http://cq.lianjia.com/ershoufang/CQSP92203130.html,http://cq.lianjia.com/xiaoqu/3611059322558/,95,6786,28,3529,0,0
407,407,http://cq.lianjia.com/ershoufang/CQSP92272105.html,http://cq.lianjia.com/xiaoqu/3611099995207/,32,6400,9,1189,0,0
408,408,http://cq.lianjia.com/ershoufang/CQSP92376487.html,http://cq.lianjia.com/xiaoqu/3611099996413/,58,6332,17,2155,0,0
409,409,http://cq.lianjia.com/ershoufang/CQSP92385030.html,http://cq.lianjia.com/xiaoqu/3611059322558/,111,8189,33,4124,0,0
410,410,http://cq.lianjia.com/ershoufang/CQSP92332201.html,http://cq.lianjia.com/xiaoqu/3611059322558/,68,8193,20,2526,0,0
411,411,http://cq.lianjia.com/ershoufang/CQSP92336372.html,http://cq.lianjia.com/xiaoqu/3611099996413/,48,8136,14,1783,0,0
412,412,http://cq.lianjia.com/ershoufang/CQSP91972134.html,http://cq.lianjia.com/xiaoqu/3611099996413/,65,4815,19,2415,0,0
413,413,http://cq.lianjia.com/ershoufang/CQSP91627560.html,http://cq.lianjia.com/xiaoqu/3611059348232/,27,7500,8,1003,0,0
414,414,http://cq.lianjia.com/ershoufang/CQSP91834174.html,http://cq.lianjia.com/xiaoqu/3611099996493/,25,5814,7,929,0,0
415,415,http://cq.lianjia.com/ershoufang/CQSP92391388.html,http://cq.lianjia.com/xiaoqu/3611059348232/,22,6667,6,817,0,0
416,416,http://cq.lianjia.com/ershoufang/CQSP92239056.html,http://cq.lianjia.com/xiaoqu/3611059348232/,25,7143,7,929,0,0
417,417,http://cq.lianjia.com/ershoufang/CQSP92284666.html,http://cq.lianjia.com/xiaoqu/3611059322558/,100,8334,30,3715,0,0
418,418,http://cq.lianjia.com/ershoufang/CQSP92372724.html,http://cq.lianjia.com/xiaoqu/3611099995207/,42,7143,12,1560,0,0
419,419,http://cq.lianjia.com/ershoufang/CQSP91619974.html,http://cq.lianjia.com/xiaoqu/3611059322558/,45,7500,13,1672,0,0
420,420,http://cq.lianjia.com/ershoufang/CQSP91872192.html,http://cq.lianjia.com/xiaoqu/3611059348232/,25,6579,7,929,0,0
421,421,http://cq.lianjia.com/ershoufang/CQSP92056989.html,http://cq.lianjia.com/xiaoqu/3611099995207/,58,7161,17,2155,0,0
422,422,http://cq.lianjia.com/ershoufang/CQSP91808135.html,http://cq.lianjia.com/xiaoqu/3611099996413/,78,5821,23,2898,0,0
423,423,http://cq.lianjia.com/ershoufang/CQSP92398669.html,http://cq.lianjia.com/xiaoqu/3611059348232/,25,6945,7,929,0,0
424,424,http://cq.lianjia.com/ershoufang/CQSP90405038.html,http://cq.lianjia.com/xiaoqu/3611059322558/,95,6786,28,3529,0,0
425,425,http://cq.lianjia.com/ershoufang/CQSP92283163.html,http://cq.lianjia.com/xiaoqu/3611059322558/,60,7229,18,2229,0,0
426,426,http://cq.lianjia.com/ershoufang/CQSP91946278.html,http://cq.lianjia.com/xiaoqu/3611099995207/,33,6497,9,1226,0,0
427,427,http://cq.lianjia.com/ershoufang/CQSP92203130.html,http://cq.lianjia.com/xiaoqu/3611059322558/,95,6786,28,3529,0,0
428,428,http://cq.lianjia.com/ershoufang/CQSP92272105.html,http://cq.lianjia.com/xiaoqu/3611099995207/,32,6400,9,1189,0,0
429,429,http://cq.lianjia.com/ershoufang/CQSP92376487.html,http://cq.lianjia.com/xiaoqu/3611099996413/,58,6332,17,2155,0,0
430,430,http://cq.lianjia.com/ershoufang/CQSP92385030.html,http://cq.lianjia.com/xiaoqu/3611059322558/,111,8189,33,4124,0,0
431,431,http://cq.lianjia.com/ershoufang/CQSP92332201.html,http://cq.lianjia.com/xiaoqu/3611059322558/,68,8193,20,2526,0,0
432,432,http://cq.lianjia.com/ershoufang/CQSP92336372.html,http://cq.lianjia.com/xiaoqu/3611099996413/,48,8136,14,1783,0,0
433,433,http://cq.lianjia.com/ershoufang/CQSP91972134.html,http://cq.lianjia.com/xiaoqu/3611099996413/,65,4815,19,2415,0,0
434,434,http://cq.lianjia.com/ershoufang/CQSP91627560.html,http://cq.lianjia.com/xiaoqu/3611059348232/,27,7500,8,1003,0,0
435,435,http://cq.lianjia.com/ershoufang/CQSP91834174.html,http://cq.lianjia.com/xiaoqu/3611099996493/,25,5814,7,929,0,0
436,436,http://cq.lianjia.com/ershoufang/CQSP92391388.html,http://cq.lianjia.com/xiaoqu/3611059348232/,22,6667,6,817,0,0
437,437,http://cq.lianjia.com/ershoufang/CQSP92239056.html,http://cq.lianjia.com/xiaoqu/3611059348232/,25,7143,7,929,0,0
438,438,http://cq.lianjia.com/ershoufang/CQSP92284666.html,http://cq.lianjia.com/xiaoqu/3611059322558/,100,8334,30,3715,0,0
439,439,http://cq.lianjia.com/ershoufang/CQSP92372724.html,http://cq.lianjia.com/xiaoqu/3611099995207/,42,7143,12,1560,0,0
440,440,http://cq.lianjia.com/ershoufang/CQSP91619974.html,http://cq.lianjia.com/xiaoqu/3611059322558/,45,7500,13,1672,0,0
441,441,http://cq.lianjia.com/ershoufang/CQSP91872192.html,http://cq.lianjia.com/xiaoqu/3611059348232/,25,6579,7,929,0,0
442,442,http://cq.lianjia.com/ershoufang/CQSP92056989.html,http://cq.lianjia.com/xiaoqu/3611099995207/,58,7161,17,2155,0,0
443,443,http://cq.lianjia.com/ershoufang/CQSP91808135.html,http://cq.lianjia.com/xiaoqu/3611099996413/,78,5821,23,2898,0,0
444,444,http://cq.lianjia.com/ershoufang/CQSP92398669.html,http://cq.lianjia.com/xiaoqu/3611059348232/,25,6945,7,929,0,0
445,445,http://cq.lianjia.com/ershoufang/CQSP90405038.html,http://cq.lianjia.com/xiaoqu/3611059322558/,95,6786,28,3529,0,0
446,446,http://cq.lianjia.com/ershoufang/CQSP92283163.html,http://cq.lianjia.com/xiaoqu/3611059322558/,60,7229,18,2229,0,0
447,447,http://cq.lianjia.com/ershoufang/CQSP91946278.html,http://cq.lianjia.com/xiaoqu/3611099995207/,33,6497,9,1226,0,0
448,448,http://cq.lianjia.com/ershoufang/CQSP92203130.html,http://cq.lianjia.com/xiaoqu/3611059322558/,95,6786,28,3529,0,0
449,449,http://cq.lianjia.com/ershoufang/CQSP92272105.html,http://cq.lianjia.com/xiaoqu/3611099995207/,32,6400,9,1189,0,0
450,450,http://cq.lianjia.com/ershoufang/CQSP92376487.html,http://cq.lianjia.com/xiaoqu/3611099996413/,58,6332,17,2155,0,0
451,451,http://cq.lianjia.com/ershoufang/CQSP92385030.html,http://cq.lianjia.com/xiaoqu/3611059322558/,111,8189,33,4124,0,0
452,452,http://cq.lianjia.com/ershoufang/CQSP92332201.html,http://cq.lianjia.com/xiaoqu/3611059322558/,68,8193,20,2526,0,0
453,453,http://cq.lianjia.com/ershoufang/CQSP92336372.html,http://cq.lianjia.com/xiaoqu/3611099996413/,48,8136,14,1783,0,0
454,454,http://cq.lianjia.com/ershoufang/CQSP91972134.html,http://cq.lianjia.com/xiaoqu/3611099996413/,65,4815,19,2415,0,0
455,455,http://cq.lianjia.com/ershoufang/CQSP91627560.html,http://cq.lianjia.com/xiaoqu/3611059348232/,27,7500,8,1003,0,0
456,456,http://cq.lianjia.com/ershoufang/CQSP91834174.html,http://cq.lianjia.com/xiaoqu/3611099996493/,25,5814,7,929,0,0
457,457,http://cq.lianjia.com/ershoufang/CQSP92391388.html,http://cq.lianjia.com/xiaoqu/3611059348232/,22,6667,6,817,0,0
458,458,http://cq.lianjia.com/ershoufang/CQSP92239056.html,http://cq.lianjia.com/xiaoqu/3611059348232/,25,7143,7,929,0,0
459,459,http://cq.lianjia.com/ershoufang/CQSP92284666.html,http://cq.lianjia.com/xiaoqu/3611059322558/,100,8334,30,3715,0,0
460,460,http://cq.lianjia.com/ershoufang/CQSP92372724.html,http://cq.lianjia.com/xiaoqu/3611099995207/,42,7143,12,1560,0,0
461,461,http://cq.lianjia.com/ershoufang/CQSP92018014.html,http://cq.lianjia.com/xiaoqu/3611063767610/,58,10944,17,2155,106.467438,29.557359
462,462,http://cq.lianjia.com/ershoufang/CQSP92135780.html,http://cq.lianjia.com/xiaoqu/3611063767610/,61,11510,18,2266,106.467438,29.557359
463,463,http://cq.lianjia.com/ershoufang/CQSP91635462.html,http://cq.lianjia.com/xiaoqu/3611063767610/,33,10313,9,1226,106.467438,29.557359
464,464,http://cq.lianjia.com/ershoufang/CQSP91446301.html,http://cq.lianjia.com/xiaoqu/3611063767610/,34,10625,10,1263,106.467438,29.557359
465,465,http://cq.lianjia.com/ershoufang/CQSP92396259.html,http://cq.lianjia.com/xiaoqu/3611057844668/,65,11017,19,2415,106.478402,29.557803
466,466,http://cq.lianjia.com/ershoufang/CQSP92412408.html,http://cq.lianjia.com/xiaoqu/3611058460041/,98,8306,29,3641,106.467438,29.557359
467,467,http://cq.lianjia.com/ershoufang/CQSP92147515.html,http://cq.lianjia.com/xiaoqu/3611063779813/,53,6813,15,1969,106.488305,29.545726
468,468,http://cq.lianjia.com/ershoufang/CQSP92008379.html,http://cq.lianjia.com/xiaoqu/3611058111447/,75,6579,22,2786,106.467438,29.557359
469,469,http://cq.lianjia.com/ershoufang/CQSP91695318.html,http://cq.lianjia.com/xiaoqu/3611058091016/,45,8824,13,1672,106.467438,29.557359
470,470,http://cq.lianjia.com/ershoufang/CQSP92267831.html,http://cq.lianjia.com/xiaoqu/3611063767610/,34,10968,10,1263,106.467438,29.557359
471,471,http://cq.lianjia.com/ershoufang/CQSP91627664.html,http://cq.lianjia.com/xiaoqu/3611063767610/,34,10625,10,1263,106.467438,29.557359
472,472,http://cq.lianjia.com/ershoufang/CQSP92402793.html,http://cq.lianjia.com/xiaoqu/3611058122012/,72,6000,21,2675,106.467438,29.557359
473,473,http://cq.lianjia.com/ershoufang/CQSP92322518.html,http://cq.lianjia.com/xiaoqu/3611099796938/,83,9541,24,3084,106.467438,29.557359
474,474,http://cq.lianjia.com/ershoufang/CQSP92415455.html,http://cq.lianjia.com/xiaoqu/3611100151382/,42,10500,12,1560,106.467438,29.557359
475,475,http://cq.lianjia.com/ershoufang/CQSP92418153.html,http://cq.lianjia.com/xiaoqu/3611063767610/,75,11030,22,2786,106.467438,29.557359
476,476,http://cq.lianjia.com/ershoufang/CQSP92424924.html,http://cq.lianjia.com/xiaoqu/3611057900056/,60,6186,18,2229,106.467438,29.557359
477,477,http://cq.lianjia.com/ershoufang/CQSP92360098.html,http://cq.lianjia.com/xiaoqu/3611058087999/,72,7500,21,2675,106.467438,29.557359
478,478,http://cq.lianjia.com/ershoufang/CQSP92311321.html,http://cq.lianjia.com/xiaoqu/3611058131857/,32,8889,9,1189,106.467438,29.557359
479,479,http://cq.lianjia.com/ershoufang/CQSP92394269.html,http://cq.lianjia.com/xiaoqu/3611058111447/,130,5778,39,4830,106.467438,29.557359
480,480,http://cq.lianjia.com/ershoufang/CQSP91609741.html,http://cq.lianjia.com/xiaoqu/3611063767610/,35,10938,10,1300,106.467438,29.557359
481,481,http://cq.lianjia.com/ershoufang/CQSP91649199.html,http://cq.lianjia.com/xiaoqu/3611063767610/,37,10883,11,1375,106.467438,29.557359
482,482,http://cq.lianjia.com/ershoufang/CQSP92267791.html,http://cq.lianjia.com/xiaoqu/3611063767610/,37,10572,11,1375,106.467438,29.557359
483,483,http://cq.lianjia.com/ershoufang/CQSP91609376.html,http://cq.lianjia.com/xiaoqu/3611063767610/,36,10286,10,1337,106.467438,29.557359
484,484,http://cq.lianjia.com/ershoufang/CQSP91617670.html,http://cq.lianjia.com/xiaoqu/3611063767610/,35,10295,10,1300,106.467438,29.557359
485,485,http://cq.lianjia.com/ershoufang/CQSP92265002.html,http://cq.lianjia.com/xiaoqu/3611058131857/,39,9286,11,1449,106.467438,29.557359
486,486,http://cq.lianjia.com/ershoufang/CQSP92018014.html,http://cq.lianjia.com/xiaoqu/3611063767610/,58,10944,17,2155,106.467438,29.557359
487,487,http://cq.lianjia.com/ershoufang/CQSP92135780.html,http://cq.lianjia.com/xiaoqu/3611063767610/,61,11510,18,2266,106.467438,29.557359
488,488,http://cq.lianjia.com/ershoufang/CQSP91635462.html,http://cq.lianjia.com/xiaoqu/3611063767610/,33,10313,9,1226,106.467438,29.557359
489,489,http://cq.lianjia.com/ershoufang/CQSP91446301.html,http://cq.lianjia.com/xiaoqu/3611063767610/,34,10625,10,1263,106.467438,29.557359
490,490,http://cq.lianjia.com/ershoufang/CQSP92396259.html,http://cq.lianjia.com/xiaoqu/3611057844668/,65,11017,19,2415,106.478402,29.557803
491,491,http://cq.lianjia.com/ershoufang/CQSP92412408.html,http://cq.lianjia.com/xiaoqu/3611058460041/,98,8306,29,3641,106.467438,29.557359
492,492,http://cq.lianjia.com/ershoufang/CQSP92147515.html,http://cq.lianjia.com/xiaoqu/3611063779813/,53,6813,15,1969,106.488305,29.545726
493,493,http://cq.lianjia.com/ershoufang/CQSP92008379.html,http://cq.lianjia.com/xiaoqu/3611058111447/,75,6579,22,2786,106.467438,29.557359
494,494,http://cq.lianjia.com/ershoufang/CQSP91695318.html,http://cq.lianjia.com/xiaoqu/3611058091016/,45,8824,13,1672,106.467438,29.557359
495,495,http://cq.lianjia.com/ershoufang/CQSP92267831.html,http://cq.lianjia.com/xiaoqu/3611063767610/,34,10968,10,1263,106.467438,29.557359
496,496,http://cq.lianjia.com/ershoufang/CQSP91627664.html,http://cq.lianjia.com/xiaoqu/3611063767610/,34,10625,10,1263,106.467438,29.557359
497,497,http://cq.lianjia.com/ershoufang/CQSP92402793.html,http://cq.lianjia.com/xiaoqu/3611058122012/,72,6000,21,2675,106.467438,29.557359
498,498,http://cq.lianjia.com/ershoufang/CQSP92322518.html,http://cq.lianjia.com/xiaoqu/3611099796938/,83,9541,24,3084,106.467438,29.557359
499,499,http://cq.lianjia.com/ershoufang/CQSP92415455.html,http://cq.lianjia.com/xiaoqu/3611100151382/,42,10500,12,1560,106.467438,29.557359
500,500,http://cq.lianjia.com/ershoufang/CQSP92418153.html,http://cq.lianjia.com/xiaoqu/3611063767610/,75,11030,22,2786,106.467438,29.557359
501,501,http://cq.lianjia.com/ershoufang/CQSP92424924.html,http://cq.lianjia.com/xiaoqu/3611057900056/,60,6186,18,2229,106.467438,29.557359
502,502,http://cq.lianjia.com/ershoufang/CQSP92360098.html,http://cq.lianjia.com/xiaoqu/3611058087999/,72,7500,21,2675,106.467438,29.557359
503,503,http://cq.lianjia.com/ershoufang/CQSP92311321.html,http://cq.lianjia.com/xiaoqu/3611058131857/,32,8889,9,1189,106.467438,29.557359
504,504,http://cq.lianjia.com/ershoufang/CQSP92394269.html,http://cq.lianjia.com/xiaoqu/3611058111447/,130,5778,39,4830,106.467438,29.557359
505,505,http://cq.lianjia.com/ershoufang/CQSP91609741.html,http://cq.lianjia.com/xiaoqu/3611063767610/,35,10938,10,1300,106.467438,29.557359
506,506,http://cq.lianjia.com/ershoufang/CQSP91649199.html,http://cq.lianjia.com/xiaoqu/3611063767610/,37,10883,11,1375,106.467438,29.557359
507,507,http://cq.lianjia.com/ershoufang/CQSP92267791.html,http://cq.lianjia.com/xiaoqu/3611063767610/,37,10572,11,1375,106.467438,29.557359
508,508,http://cq.lianjia.com/ershoufang/CQSP91609376.html,http://cq.lianjia.com/xiaoqu/3611063767610/,36,10286,10,1337,106.467438,29.557359
509,509,http://cq.lianjia.com/ershoufang/CQSP91617670.html,http://cq.lianjia.com/xiaoqu/3611063767610/,35,10295,10,1300,106.467438,29.557359
510,510,http://cq.lianjia.com/ershoufang/CQSP92265002.html,http://cq.lianjia.com/xiaoqu/3611058131857/,39,9286,11,1449,106.467438,29.557359
511,511,http://cq.lianjia.com/ershoufang/CQSP92018014.html,http://cq.lianjia.com/xiaoqu/3611063767610/,58,10944,17,2155,106.467438,29.557359
512,512,http://cq.lianjia.com/ershoufang/CQSP92135780.html,http://cq.lianjia.com/xiaoqu/3611063767610/,61,11510,18,2266,106.467438,29.557359
513,513,http://cq.lianjia.com/ershoufang/CQSP91635462.html,http://cq.lianjia.com/xiaoqu/3611063767610/,33,10313,9,1226,106.467438,29.557359
514,514,http://cq.lianjia.com/ershoufang/CQSP91446301.html,http://cq.lianjia.com/xiaoqu/3611063767610/,34,10625,10,1263,106.467438,29.557359
515,515,http://cq.lianjia.com/ershoufang/CQSP92396259.html,http://cq.lianjia.com/xiaoqu/3611057844668/,65,11017,19,2415,106.478402,29.557803
516,516,http://cq.lianjia.com/ershoufang/CQSP92412408.html,http://cq.lianjia.com/xiaoqu/3611058460041/,98,8306,29,3641,106.467438,29.557359
517,517,http://cq.lianjia.com/ershoufang/CQSP92147515.html,http://cq.lianjia.com/xiaoqu/3611063779813/,53,6813,15,1969,106.488305,29.545726
518,518,http://cq.lianjia.com/ershoufang/CQSP92008379.html,http://cq.lianjia.com/xiaoqu/3611058111447/,75,6579,22,2786,106.467438,29.557359
519,519,http://cq.lianjia.com/ershoufang/CQSP91695318.html,http://cq.lianjia.com/xiaoqu/3611058091016/,45,8824,13,1672,106.467438,29.557359
520,520,http://cq.lianjia.com/ershoufang/CQSP92267831.html,http://cq.lianjia.com/xiaoqu/3611063767610/,34,10968,10,1263,106.467438,29.557359
521,521,http://cq.lianjia.com/ershoufang/CQSP91627664.html,http://cq.lianjia.com/xiaoqu/3611063767610/,34,10625,10,1263,106.467438,29.557359
522,522,http://cq.lianjia.com/ershoufang/CQSP92402793.html,http://cq.lianjia.com/xiaoqu/3611058122012/,72,6000,21,2675,106.467438,29.557359
523,523,http://cq.lianjia.com/ershoufang/CQSP92322518.html,http://cq.lianjia.com/xiaoqu/3611099796938/,83,9541,24,3084,106.467438,29.557359
524,524,http://cq.lianjia.com/ershoufang/CQSP92415455.html,http://cq.lianjia.com/xiaoqu/3611100151382/,42,10500,12,1560,106.467438,29.557359
525,525,http://cq.lianjia.com/ershoufang/CQSP92418153.html,http://cq.lianjia.com/xiaoqu/3611063767610/,75,11030,22,2786,106.467438,29.557359
526,526,http://cq.lianjia.com/ershoufang/CQSP92424924.html,http://cq.lianjia.com/xiaoqu/3611057900056/,60,6186,18,2229,106.467438,29.557359
527,527,http://cq.lianjia.com/ershoufang/CQSP92360098.html,http://cq.lianjia.com/xiaoqu/3611058087999/,72,7500,21,2675,106.467438,29.557359
528,528,http://cq.lianjia.com/ershoufang/CQSP92311321.html,http://cq.lianjia.com/xiaoqu/3611058131857/,32,8889,9,1189,106.467438,29.557359
529,529,http://cq.lianjia.com/ershoufang/CQSP92394269.html,http://cq.lianjia.com/xiaoqu/3611058111447/,130,5778,39,4830,106.467438,29.557359
530,530,http://cq.lianjia.com/ershoufang/CQSP91609741.html,http://cq.lianjia.com/xiaoqu/3611063767610/,35,10938,10,1300,106.467438,29.557359
531,531,http://cq.lianjia.com/ershoufang/CQSP91649199.html,http://cq.lianjia.com/xiaoqu/3611063767610/,37,10883,11,1375,106.467438,29.557359
532,532,http://cq.lianjia.com/ershoufang/CQSP92267791.html,http://cq.lianjia.com/xiaoqu/3611063767610/,37,10572,11,1375,106.467438,29.557359
533,533,http://cq.lianjia.com/ershoufang/CQSP91609376.html,http://cq.lianjia.com/xiaoqu/3611063767610/,36,10286,10,1337,106.467438,29.557359
534,534,http://cq.lianjia.com/ershoufang/CQSP91617670.html,http://cq.lianjia.com/xiaoqu/3611063767610/,35,10295,10,1300,106.467438,29.557359
535,535,http://cq.lianjia.com/ershoufang/CQSP92265002.html,http://cq.lianjia.com/xiaoqu/3611058131857/,39,9286,11,1449,106.467438,29.557359
536,536,http://cq.lianjia.com/ershoufang/CQSP92018014.html,http://cq.lianjia.com/xiaoqu/3611063767610/,58,10944,17,2155,106.467438,29.557359
537,537,http://cq.lianjia.com/ershoufang/CQSP92135780.html,http://cq.lianjia.com/xiaoqu/3611063767610/,61,11510,18,2266,106.467438,29.557359
538,538,http://cq.lianjia.com/ershoufang/CQSP91635462.html,http://cq.lianjia.com/xiaoqu/3611063767610/,33,10313,9,1226,106.467438,29.557359
539,539,http://cq.lianjia.com/ershoufang/CQSP91446301.html,http://cq.lianjia.com/xiaoqu/3611063767610/,34,10625,10,1263,106.467438,29.557359
540,540,http://cq.lianjia.com/ershoufang/CQSP92396259.html,http://cq.lianjia.com/xiaoqu/3611057844668/,65,11017,19,2415,106.478402,29.557803
541,541,http://cq.lianjia.com/ershoufang/CQSP92412408.html,http://cq.lianjia.com/xiaoqu/3611058460041/,98,8306,29,3641,106.467438,29.557359
542,542,http://cq.lianjia.com/ershoufang/CQSP92147515.html,http://cq.lianjia.com/xiaoqu/3611063779813/,53,6813,15,1969,106.488305,29.545726
543,543,http://cq.lianjia.com/ershoufang/CQSP92008379.html,http://cq.lianjia.com/xiaoqu/3611058111447/,75,6579,22,2786,106.467438,29.557359
544,544,http://cq.lianjia.com/ershoufang/CQSP91695318.html,http://cq.lianjia.com/xiaoqu/3611058091016/,45,8824,13,1672,106.467438,29.557359
545,545,http://cq.lianjia.com/ershoufang/CQSP92267831.html,http://cq.lianjia.com/xiaoqu/3611063767610/,34,10968,10,1263,106.467438,29.557359
546,546,http://cq.lianjia.com/ershoufang/CQSP91627664.html,http://cq.lianjia.com/xiaoqu/3611063767610/,34,10625,10,1263,106.467438,29.557359
547,547,http://cq.lianjia.com/ershoufang/CQSP92402793.html,http://cq.lianjia.com/xiaoqu/3611058122012/,72,6000,21,2675,106.467438,29.557359
548,548,http://cq.lianjia.com/ershoufang/CQSP92322518.html,http://cq.lianjia.com/xiaoqu/3611099796938/,83,9541,24,3084,106.467438,29.557359
